interface removed, # affected nodes, solution, # reachable nodes, interface included, # interface exposed, # violated policies
as2dist2:GigabitEthernet1/0, 2, heimdall_interface, 21, 0, 21, 37
as2dist2:GigabitEthernet1/0, 2, heimdall_end_nodes, 7, 1, 38, 53
as2dist2:GigabitEthernet1/0, 2, heimdall_intersect, 7, 1, 38, 53
as2border2:GigabitEthernet0/0, 2, base, 13, 1, 65, 66
as2border2:GigabitEthernet0/0, 2, empty, 0, 0, 0, 0
as2border2:GigabitEthernet0/0, 2, neighbor, 4, 0, 21, 22
as2border2:GigabitEthernet0/0, 2, crystal-net, 8, 1, 41, 46
as2border2:GigabitEthernet0/0, 2, heimdall, 13, 1, 65, 66
as2border2:GigabitEthernet0/0, 2, heimdall_interface, 36, 0, 35, 41
as2border2:GigabitEthernet0/0, 2, heimdall_end_nodes, 13, 1, 65, 66
as2border2:GigabitEthernet0/0, 2, heimdall_intersect, 4, 0, 19, 35
as2core1:GigabitEthernet2/0, 2, base, 13, 1, 65, 70
as2core1:GigabitEthernet2/0, 2, empty, 0, 0, 0, 0
as2core1:GigabitEthernet2/0, 2, neighbor, 3, 0, 17, 45
as2core1:GigabitEthernet2/0, 2, crystal-net, 7, 1, 38, 53
as2core1:GigabitEthernet2/0, 2, heimdall, 13, 1, 65, 70
as2core1:GigabitEthernet2/0, 2, heimdall_interface, 34, 0, 33, 54
as2core1:GigabitEthernet2/0, 2, heimdall_end_nodes, 13, 1, 65, 70
as2core1:GigabitEthernet2/0, 2, heimdall_intersect, 13, 1, 65, 70
as2border1:GigabitEthernet2/0, 2, base, 13, 1, 65, 70
as2border1:GigabitEthernet2/0, 2, empty, 0, 0, 0, 0
as2border1:GigabitEthernet2/0, 2, neighbor, 3, 0, 17, 38
as2border1:GigabitEthernet2/0, 2, crystal-net, 7, 1, 38, 53
as2border1:GigabitEthernet2/0, 2, heimdall, 13, 1, 65, 70
as2border1:GigabitEthernet2/0, 2, heimdall_interface, 33, 0, 32, 54
as2border1:GigabitEthernet2/0, 2, heimdall_end_nodes, 13, 1, 65, 70
as2border1:GigabitEthernet2/0, 2, heimdall_intersect, 13, 1, 65, 70
as2border2:GigabitEthernet2/0, 2, base, 13, 1, 65, 58
as2border2:GigabitEthernet2/0, 2, empty, 0, 0, 0, 0
as2border2:GigabitEthernet2/0, 2, neighbor, 4, 0, 21, 19
as2border2:GigabitEthernet2/0, 2, crystal-net, 6, 1, 30, 29
as2border2:GigabitEthernet2/0, 2, heimdall, 13, 1, 65, 58
as2border2:GigabitEthernet2/0, 2, heimdall_interface, 35, 0, 34, 38
as2border2:GigabitEthernet2/0, 2, heimdall_end_nodes, 13, 1, 65, 58
as2border2:GigabitEthernet2/0, 2, heimdall_intersect, 4, 1, 18, 24
as2dept1:GigabitEthernet0/0, 2, base, 13, 1, 65, 70
as2dept1:GigabitEthernet0/0, 2, empty, 0, 0, 0, 0
as2dept1:GigabitEthernet0/0, 2, neighbor, 1, 1, 6, 28
as2dept1:GigabitEthernet0/0, 2, crystal-net, 6, 1, 33, 48
as2dept1:GigabitEthernet0/0, 2, heimdall, 12, 1, 60, 65
as2dept1:GigabitEthernet0/0, 2, heimdall_interface, 25, 0, 24, 45
as2dept1:GigabitEthernet0/0, 2, heimdall_end_nodes, 8, 1, 38, 50
as2dept1:GigabitEthernet0/0, 2, heimdall_intersect, 8, 1, 38, 50
as1border2:Loopback0, 2, base, 13, 1, 65, 65
as1border2:Loopback0, 2, empty, 0, 0, 0, 0
as1border2:Loopback0, 2, neighbor, 2, 1, 9, 16
as1border2:Loopback0, 2, crystal-net, 2, 1, 9, 16
as1border2:Loopback0, 2, heimdall, 13, 1, 65, 65
as1border2:Loopback0, 2, heimdall_interface, 30, 0, 29, 40
as1border2:Loopback0, 2, heimdall_end_nodes, 8, 1, 38, 45
as1border2:Loopback0, 2, heimdall_intersect, 8, 1, 38, 45
as1core1:GigabitEthernet1/0, 2, base, 13, 1, 65, 60
as1core1:GigabitEthernet1/0, 2, empty, 0, 0, 0, 0
as1core1:GigabitEthernet1/0, 2, neighbor, 2, 0, 9, 15
as1core1:GigabitEthernet1/0, 2, crystal-net, 2, 0, 9, 15
as1core1:GigabitEthernet1/0, 2, heimdall, 11, 1, 56, 55
as1core1:GigabitEthernet1/0, 2, heimdall_interface, 26, 0, 25, 35
as1core1:GigabitEthernet1/0, 2, heimdall_end_nodes, 6, 1, 29, 35
as1core1:GigabitEthernet1/0, 2, heimdall_intersect, 6, 1, 29, 35
as3border2:Loopback0, 2, base, 13, 1, 65, 66
as3border2:Loopback0, 2, empty, 0, 0, 0, 0
as3border2:Loopback0, 2, neighbor, 3, 1, 15, 23
as3border2:Loopback0, 2, crystal-net, 4, 1, 19, 25
as3border2:Loopback0, 2, heimdall, 13, 1, 65, 66
as3border2:Loopback0, 2, heimdall_interface, 28, 0, 27, 37
as3border2:Loopback0, 2, heimdall_end_nodes, 8, 1, 38, 41
as3border2:Loopback0, 2, heimdall_intersect, 8, 1, 38, 41
as2border1:Loopback0, 2, base, 13, 1, 65, 61
as2border1:Loopback0, 2, empty, 0, 0, 0, 0
as2border1:Loopback0, 2, neighbor, 2, 0, 9, 23
as2border1:Loopback0, 2, crystal-net, 2, 0, 9, 23
as2border1:Loopback0, 2, heimdall, 13, 1, 65, 61
as2border1:Loopback0, 2, heimdall_interface, 30, 0, 29, 41
as2border1:Loopback0, 2, heimdall_end_nodes, 8, 1, 38, 41
as2border1:Loopback0, 2, heimdall_intersect, 8, 1, 38, 41
as1border2:GigabitEthernet2/0, 2, base, 13, 1, 65, 67
as1border2:GigabitEthernet2/0, 2, empty, 0, 0, 0, 0
as1border2:GigabitEthernet2/0, 2, neighbor, 2, 1, 9, 14
as1border2:GigabitEthernet2/0, 2, crystal-net, 2, 1, 9, 14
as1border2:GigabitEthernet2/0, 2, heimdall, 12, 1, 60, 67
as1border2:GigabitEthernet2/0, 2, heimdall_interface, 26, 0, 25, 35
as1border2:GigabitEthernet2/0, 2, heimdall_end_nodes, 8, 1, 38, 47
as1border2:GigabitEthernet2/0, 2, heimdall_intersect, 0, 0, 0, 0
as1border1:Loopback0, 2, base, 13, 1, 65, 60
as1border1:Loopback0, 2, empty, 0, 0, 0, 0
as1border1:Loopback0, 2, neighbor, 2, 0, 9, 15
as1border1:Loopback0, 2, crystal-net, 2, 0, 9, 15
as1border1:Loopback0, 2, heimdall, 12, 1, 60, 55
as1border1:Loopback0, 2, heimdall_interface, 28, 0, 27, 35
as1border1:Loopback0, 2, heimdall_end_nodes, 7, 1, 33, 35
as1border1:Loopback0, 2, heimdall_intersect, 7, 1, 33, 35
as2dist1:GigabitEthernet1/0, 2, base, 13, 1, 65, 70
as2dist1:GigabitEthernet1/0, 2, empty, 0, 0, 0, 0
as2dist1:GigabitEthernet1/0, 2, neighbor, 3, 0, 17, 38
as2dist1:GigabitEthernet1/0, 2, crystal-net, 7, 1, 38, 53
as2dist1:GigabitEthernet1/0, 2, heimdall, 13, 1, 65, 70
as2dist1:GigabitEthernet1/0, 2, heimdall_interface, 34, 0, 33, 54
as2dist1:GigabitEthernet1/0, 2, heimdall_end_nodes, 13, 1, 65, 70
as2dist1:GigabitEthernet1/0, 2, heimdall_intersect, 13, 1, 65, 70
as2dist2:GigabitEthernet0/0, 2, base, 13, 1, 65, 70
as2dist2:GigabitEthernet0/0, 2, empty, 0, 0, 0, 0
as2dist2:GigabitEthernet0/0, 2, neighbor, 3, 1, 17, 41
as2dist2:GigabitEthernet0/0, 2, crystal-net, 7, 1, 38, 53
as2dist2:GigabitEthernet0/0, 2, heimdall, 13, 1, 65, 70
as2dist2:GigabitEthernet0/0, 2, heimdall_interface, 33, 0, 33, 54
as2dist2:GigabitEthernet0/0, 2, heimdall_end_nodes, 13, 1, 65, 70
as2dist2:GigabitEthernet0/0, 2, heimdall_intersect, 1, 0, 6, 5
as2dist1:Loopback0, 2, base, 13, 1, 65, 65
as2dist1:Loopback0, 2, empty, 0, 0, 0, 0
as2dist1:Loopback0, 2, neighbor, 3, 0, 17, 38
as2dist1:Loopback0, 2, crystal-net, 7, 1, 38, 48
as2dist1:Loopback0, 2, heimdall, 13, 1, 65, 65
as2dist1:Loopback0, 2, heimdall_interface, 35, 0, 34, 45
as2dist1:Loopback0, 2, heimdall_end_nodes, 13, 1, 65, 65
as2dist1:Loopback0, 2, heimdall_intersect, 13, 1, 65, 65
as2core2:GigabitEthernet3/0, 2, base, 13, 1, 65, 70
as2core2:GigabitEthernet3/0, 2, empty, 0, 0, 0, 0
as2core2:GigabitEthernet3/0, 2, neighbor, 3, 1, 17, 38
as2core2:GigabitEthernet3/0, 2, crystal-net, 7, 1, 38, 53
as2core2:GigabitEthernet3/0, 2, heimdall, 13, 1, 65, 70
as2core2:GigabitEthernet3/0, 2, heimdall_interface, 34, 0, 33, 54
as2core2:GigabitEthernet3/0, 2, heimdall_end_nodes, 13, 1, 65, 70
as2core2:GigabitEthernet3/0, 2, heimdall_intersect, 13, 1, 65, 70
as1border1:GigabitEthernet1/0, 2, base, 13, 1, 65, 68
as1border1:GigabitEthernet1/0, 2, empty, 0, 0, 0, 0
as1border1:GigabitEthernet1/0, 2, neighbor, 2, 0, 9, 23
as1border1:GigabitEthernet1/0, 2, crystal-net, 2, 0, 9, 23
as1border1:GigabitEthernet1/0, 2, heimdall, 12, 1, 60, 63
as1border1:GigabitEthernet1/0, 2, heimdall_interface, 28, 0, 27, 43
as1border1:GigabitEthernet1/0, 2, heimdall_end_nodes, 7, 1, 33, 43
as1border1:GigabitEthernet1/0, 2, heimdall_intersect, 7, 1, 33, 43
as3border2:GigabitEthernet0/0, 2, base, 13, 1, 65, 70
as3border2:GigabitEthernet0/0, 2, empty, 0, 0, 0, 0
as3border2:GigabitEthernet0/0, 2, neighbor, 3, 1, 15, 27
as3border2:GigabitEthernet0/0, 2, crystal-net, 4, 1, 19, 29
as3border2:GigabitEthernet0/0, 2, heimdall, 13, 1, 65, 70
as3border2:GigabitEthernet0/0, 2, heimdall_interface, 33, 0, 32, 45
as3border2:GigabitEthernet0/0, 2, heimdall_end_nodes, 9, 1, 43, 50
as3border2:GigabitEthernet0/0, 2, heimdall_intersect, 1, 0, 6, 28
as2dist2:Loopback0, 2, base, 13, 1, 65, 65
as2dist2:Loopback0, 2, empty, 0, 0, 0, 0
as2dist2:Loopback0, 2, neighbor, 3, 1, 17, 33
as2dist2:Loopback0, 2, crystal-net, 7, 1, 38, 48
as2dist2:Loopback0, 2, heimdall, 7, 1, 38, 48
as2dist2:Loopback0, 2, heimdall_interface, 22, 0, 22, 28
as2dist2:Loopback0, 2, heimdall_end_nodes, 7, 1, 38, 48
as2dist2:Loopback0, 2, heimdall_intersect, 7, 1, 38, 48
as3border1:GigabitEthernet1/0, 2, base, 13, 1, 65, 66
as3border1:GigabitEthernet1/0, 2, empty, 0, 0, 0, 0
as3border1:GigabitEthernet1/0, 2, neighbor, 4, 0, 21, 22
as3border1:GigabitEthernet1/0, 2, crystal-net, 8, 1, 41, 46
as3border1:GigabitEthernet1/0, 2, heimdall, 13, 1, 65, 66
as3border1:GigabitEthernet1/0, 2, heimdall_interface, 35, 0, 34, 41
as3border1:GigabitEthernet1/0, 2, heimdall_end_nodes, 13, 1, 65, 66
as3border1:GigabitEthernet1/0, 2, heimdall_intersect, 4, 0, 19, 35
as2dept1:Loopback0, 2, base, 13, 1, 65, 70
as2dept1:Loopback0, 2, empty, 0, 0, 0, 0
as2dept1:Loopback0, 2, neighbor, 1, 1, 6, 28
as2dept1:Loopback0, 2, crystal-net, 7, 1, 38, 53
as2dept1:Loopback0, 2, heimdall, 13, 1, 65, 70
as2dept1:Loopback0, 2, heimdall_interface, 31, 0, 30, 45
as2dept1:Loopback0, 2, heimdall_end_nodes, 9, 1, 43, 55
as2dept1:Loopback0, 2, heimdall_intersect, 9, 1, 43, 55
as2border1:GigabitEthernet1/0, 2, base, 13, 1, 65, 60
as2border1:GigabitEthernet1/0, 2, empty, 0, 0, 0, 0
as2border1:GigabitEthernet1/0, 2, neighbor, 2, 0, 9, 17
as2border1:GigabitEthernet1/0, 2, crystal-net, 2, 0, 9, 17
as2border1:GigabitEthernet1/0, 2, heimdall, 7, 1, 32, 36
as2border1:GigabitEthernet1/0, 2, heimdall_interface, 13, 0, 13, 25
as2border1:GigabitEthernet1/0, 2, heimdall_end_nodes, 7, 1, 32, 36
as2border1:GigabitEthernet1/0, 2, heimdall_intersect, 7, 1, 32, 36
as3core1:Loopback0, 2, base, 13, 1, 65, 62
as3core1:Loopback0, 2, empty, 0, 0, 0, 0
as3core1:Loopback0, 2, neighbor, 3, 1, 15, 19
as3core1:Loopback0, 2, crystal-net, 4, 1, 19, 21
as3core1:Loopback0, 2, heimdall, 13, 1, 65, 62
as3core1:Loopback0, 2, heimdall_interface, 28, 0, 27, 33
as3core1:Loopback0, 2, heimdall_end_nodes, 8, 1, 38, 37
as3core1:Loopback0, 2, heimdall_intersect, 8, 1, 38, 37
as1border2:GigabitEthernet1/0, 2, base, 13, 1, 65, 59
as1border2:GigabitEthernet1/0, 2, empty, 0, 0, 0, 0
as1border2:GigabitEthernet1/0, 2, neighbor, 3, 1, 15, 16
as1border2:GigabitEthernet1/0, 2, crystal-net, 4, 1, 19, 18
as1border2:GigabitEthernet1/0, 2, heimdall, 10, 1, 52, 52
as1border2:GigabitEthernet1/0, 2, heimdall_interface, 24, 0, 23, 32
as1border2:GigabitEthernet1/0, 2, heimdall_end_nodes, 6, 1, 30, 32
as1border2:GigabitEthernet1/0, 2, heimdall_intersect, 5, 1, 25, 32
as2border1:GigabitEthernet0/0, 2, base, 13, 1, 65, 68
as2border1:GigabitEthernet0/0, 2, empty, 0, 0, 0, 0
as2border1:GigabitEthernet0/0, 2, neighbor, 2, 0, 9, 23
as2border1:GigabitEthernet0/0, 2, crystal-net, 2, 0, 9, 23
as2border1:GigabitEthernet0/0, 2, heimdall, 12, 0, 60, 63
as2border1:GigabitEthernet0/0, 2, heimdall_interface, 28, 0, 27, 43
as2border1:GigabitEthernet0/0, 2, heimdall_end_nodes, 7, 0, 33, 43
as2border1:GigabitEthernet0/0, 2, heimdall_intersect, 7, 0, 33, 43
as2dist1:GigabitEthernet0/0, 2, base, 13, 1, 65, 70
as2dist1:GigabitEthernet0/0, 2, empty, 0, 0, 0, 0
as2dist1:GigabitEthernet0/0, 2, neighbor, 3, 1, 17, 41
as2dist1:GigabitEthernet0/0, 2, crystal-net, 7, 1, 38, 53
as2dist1:GigabitEthernet0/0, 2, heimdall, 7, 1, 38, 53
as2dist1:GigabitEthernet0/0, 2, heimdall_interface, 20, 0, 20, 37
as2dist1:GigabitEthernet0/0, 2, heimdall_end_nodes, 7, 1, 38, 53
as2dist1:GigabitEthernet0/0, 2, heimdall_intersect, 7, 1, 38, 53
as3core1:GigabitEthernet0/0, 2, base, 13, 1, 65, 64
as3core1:GigabitEthernet0/0, 2, empty, 0, 0, 0, 0
as3core1:GigabitEthernet0/0, 2, neighbor, 2, 0, 9, 15
as3core1:GigabitEthernet0/0, 2, crystal-net, 2, 0, 9, 15
as3core1:GigabitEthernet0/0, 2, heimdall, 10, 0, 50, 62
as3core1:GigabitEthernet0/0, 2, heimdall_interface, 24, 0, 23, 30
as3core1:GigabitEthernet0/0, 2, heimdall_end_nodes, 6, 0, 28, 42
as3core1:GigabitEthernet0/0, 2, heimdall_intersect, 6, 0, 28, 42
as2core1:GigabitEthernet1/0, 2, base, 13, 1, 65, 58
as2core1:GigabitEthernet1/0, 2, empty, 0, 0, 0, 0
as2core1:GigabitEthernet1/0, 2, neighbor, 4, 0, 21, 19
as2core1:GigabitEthernet1/0, 2, crystal-net, 6, 0, 30, 29
as2core1:GigabitEthernet1/0, 2, heimdall, 13, 1, 65, 58
as2core1:GigabitEthernet1/0, 2, heimdall_interface, 35, 0, 34, 38
as2core1:GigabitEthernet1/0, 2, heimdall_end_nodes, 13, 1, 65, 58
as2core1:GigabitEthernet1/0, 2, heimdall_intersect, 4, 0, 18, 24
as1border1:GigabitEthernet0/0, 2, base, 13, 1, 65, 60
as1border1:GigabitEthernet0/0, 2, empty, 0, 0, 0, 0
as1border1:GigabitEthernet0/0, 2, neighbor, 2, 0, 9, 15
as1border1:GigabitEthernet0/0, 2, crystal-net, 2, 0, 9, 15
as1border1:GigabitEthernet0/0, 2, heimdall, 11, 0, 56, 55
as1border1:GigabitEthernet0/0, 2, heimdall_interface, 27, 0, 26, 35
as1border1:GigabitEthernet0/0, 2, heimdall_end_nodes, 6, 0, 29, 35
as1border1:GigabitEthernet0/0, 2, heimdall_intersect, 6, 0, 29, 35
as2dept1:GigabitEthernet3/0, 2, base, 13, 1, 65, 56
as2dept1:GigabitEthernet3/0, 2, empty, 0, 0, 0, 0
as2dept1:GigabitEthernet3/0, 2, neighbor, 2, 0, 9, 15
as2dept1:GigabitEthernet3/0, 2, crystal-net, 2, 0, 9, 15
as2dept1:GigabitEthernet3/0, 2, heimdall, 12, 1, 60, 56
as2dept1:GigabitEthernet3/0, 2, heimdall_interface, 27, 0, 26, 31
as2dept1:GigabitEthernet3/0, 2, heimdall_end_nodes, 8, 1, 38, 36
as2dept1:GigabitEthernet3/0, 2, heimdall_intersect, 8, 1, 38, 36
