interface removed, generator,# affected nodes, solution, # reachable nodes, interface included, # interface exposed, # violated policies, # nodes exposed, # host exposed
as3border2:Loopback0, complete,2, heimdall, 13, 1, 65, 66,13, 6
as3border2:Loopback0, complete,2, heimdall_end_nodes, 8, 1, 38, 41,8, 6
as3border2:Loopback0, complete,2, heimdall_interface, 28, 0, 27, 37,27, 10
as3border2:Loopback0, complete,2, heimdall_intersect, 8, 1, 38, 41,8, 5
as3border2:Loopback0, complete,2, heimdall_intersect2, 8, 1, 38, 41,8, 5
as3border2:Loopback0, complete,2, heimdall_intersect3, 8, 1, 38, 41,8, 6
as3border2:Loopback0, complete,2, heimdall_intersect4, 8, 1, 38, 41,8, 6
as3border2:Loopback0, complete,2, neighbor, 3, 1, 15, 23,3, 2
as3border2:Loopback0, random-2,2, base, 13, 1, 65, 66,13, 17
as3border2:Loopback0, random-2,2, crystal-net, 4, 1, 19, 25,4, 2
as3border2:Loopback0, random-2,2, empty, 0, 0, 0, 0,0, 2
as3border2:Loopback0, random-2,2, heimdall, 13, 1, 65, 66,13, 6
as3border2:Loopback0, random-2,2, heimdall_end_nodes, 8, 1, 38, 41,8, 6
as3border2:Loopback0, random-2,2, heimdall_interface, 28, 0, 27, 37,27, 10
as3border2:Loopback0, random-2,2, heimdall_intersect, 8, 1, 38, 41,8, 5
as3border2:Loopback0, random-2,2, heimdall_intersect2, 8, 1, 38, 41,8, 5
as3border2:Loopback0, random-2,2, neighbor, 3, 1, 15, 23,3, 2
as3core1:GigabitEthernet0/0, complete,17, base, 13, 1, 65, 64,13, 17
as3core1:GigabitEthernet0/0, complete,17, crystal-net, 11, 0, 55, 62,11, 17
as3core1:GigabitEthernet0/0, complete,17, empty, 0, 0, 0, 0,0, 17
as3core1:GigabitEthernet0/0, complete,17, heimdall, 13, 1, 65, 64,13, 17
as3core1:GigabitEthernet0/0, complete,17, heimdall_end_nodes, 13, 1, 65, 64,13, 17
as3core1:GigabitEthernet0/0, complete,17, heimdall_interface, 37, 0, 36, 39,36, 51
as3core1:GigabitEthernet0/0, complete,17, heimdall_intersect, 4, 0, 19, 37,4, 17
as3core1:GigabitEthernet0/0, complete,17, heimdall_intersect2, 13, 1, 65, 64,13, 17
as3core1:GigabitEthernet0/0, complete,17, heimdall_intersect3, 9, 1, 44, 54,9, 17
as3core1:GigabitEthernet0/0, complete,17, heimdall_intersect4, 13, 1, 65, 64,13, 17
as3core1:GigabitEthernet0/0, complete,17, neighbor, 8, 0, 41, 57,8, 17
as3core1:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 64,13, 17
as3core1:GigabitEthernet0/0, random-2,2, crystal-net, 2, 0, 9, 15,2, 2
as3core1:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as3core1:GigabitEthernet0/0, random-2,2, heimdall, 10, 0, 50, 62,10, 7
as3core1:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 6, 0, 28, 42,6, 7
as3core1:GigabitEthernet0/0, random-2,2, heimdall_interface, 24, 0, 23, 30,23, 11
as3core1:GigabitEthernet0/0, random-2,2, heimdall_intersect, 6, 0, 28, 42,6, 6
as3core1:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 6, 0, 28, 42,6, 6
as3core1:GigabitEthernet0/0, random-2,2, neighbor, 2, 0, 9, 15,2, 2
as3core1:GigabitEthernet1/0, complete,17, base, 13, 1, 65, 62,13, 17
as3core1:GigabitEthernet1/0, complete,17, crystal-net, 12, 1, 61, 62,12, 17
as3core1:GigabitEthernet1/0, complete,17, empty, 0, 0, 0, 0,0, 17
as3core1:GigabitEthernet1/0, complete,17, heimdall, 13, 1, 65, 62,13, 17
as3core1:GigabitEthernet1/0, complete,17, heimdall_end_nodes, 13, 1, 65, 62,13, 17
as3core1:GigabitEthernet1/0, complete,17, heimdall_interface, 37, 0, 36, 37,36, 51
as3core1:GigabitEthernet1/0, complete,17, heimdall_intersect, 4, 0, 19, 35,4, 17
as3core1:GigabitEthernet1/0, complete,17, heimdall_intersect2, 13, 1, 65, 62,13, 17
as3core1:GigabitEthernet1/0, complete,17, heimdall_intersect3, 8, 0, 38, 50,8, 17
as3core1:GigabitEthernet1/0, complete,17, heimdall_intersect4, 13, 1, 65, 62,13, 17
as3core1:GigabitEthernet1/0, complete,17, neighbor, 9, 1, 47, 57,9, 17
as3core1:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 62,13, 17
as3core1:GigabitEthernet1/0, random-2,2, crystal-net, 2, 0, 9, 19,2, 2
as3core1:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as3core1:GigabitEthernet1/0, random-2,2, heimdall, 11, 1, 56, 62,11, 7
as3core1:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 7, 1, 34, 42,7, 7
as3core1:GigabitEthernet1/0, random-2,2, heimdall_interface, 25, 0, 24, 32,24, 11
as3core1:GigabitEthernet1/0, random-2,2, heimdall_intersect, 7, 1, 34, 42,7, 6
as3core1:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 7, 1, 34, 42,7, 6
as3core1:GigabitEthernet1/0, random-2,2, neighbor, 2, 0, 9, 19,2, 2
as3core1:Loopback0, complete,2, base, 13, 1, 65, 62,13, 17
as3core1:Loopback0, complete,2, crystal-net, 4, 1, 19, 21,4, 2
as3core1:Loopback0, complete,2, empty, 0, 0, 0, 0,0, 2
as3core1:Loopback0, complete,2, heimdall, 13, 1, 65, 62,13, 6
as3core1:Loopback0, complete,2, heimdall_end_nodes, 8, 1, 38, 37,8, 6
as3core1:Loopback0, complete,2, heimdall_interface, 28, 0, 27, 33,27, 10
as3core1:Loopback0, complete,2, heimdall_intersect, 8, 1, 38, 37,8, 5
as3core1:Loopback0, complete,2, heimdall_intersect2, 8, 1, 38, 37,8, 5
as3core1:Loopback0, complete,2, heimdall_intersect3, 8, 1, 38, 37,8, 6
as3core1:Loopback0, complete,2, heimdall_intersect4, 8, 1, 38, 37,8, 6
as3core1:Loopback0, complete,2, neighbor, 3, 1, 15, 19,3, 2
as3core1:Loopback0, random-2,2, base, 13, 1, 65, 62,13, 17
as3core1:Loopback0, random-2,2, crystal-net, 4, 1, 19, 21,4, 2
as3core1:Loopback0, random-2,2, empty, 0, 0, 0, 0,0, 2
as3core1:Loopback0, random-2,2, heimdall, 13, 1, 65, 62,13, 6
as3core1:Loopback0, random-2,2, heimdall_end_nodes, 8, 1, 38, 37,8, 6
as3core1:Loopback0, random-2,2, heimdall_interface, 28, 0, 27, 33,27, 10
as3core1:Loopback0, random-2,2, heimdall_intersect, 8, 1, 38, 37,8, 5
as3core1:Loopback0, random-2,2, heimdall_intersect2, 8, 1, 38, 37,8, 5
as3core1:Loopback0, random-2,2, neighbor, 3, 1, 15, 19,3, 2
